"stateName","statewideOrCountyName","populationSize","worstCaseTotal","worstCasePercent"
"Iowa","Allamakee County","13687","278","0.02029181"
"Iowa","Appanoose County","12426","262","0.02111370"
"Iowa","Audubon County","5496","141","0.02563071"
"Iowa","Benton County","25645","470","0.01833121"
"Iowa","Black Hawk County","131228","1969","0.01500794"
"Iowa","Boone County","26234","442","0.01685943"
"Iowa","Bremer County","25062","477","0.01901402"
"Iowa","Buchanan County","21175","343","0.01618323"
"Iowa","Buena Vista County","19620","322","0.01639884"
"Iowa","Butler County","14439","321","0.02224642"
"Iowa","Calhoun County","9668","230","0.02383089"
"Iowa","Carroll County","20165","433","0.02148577"
"Iowa","Cass County","12836","291","0.02265081"
"Iowa","Cedar County","18627","366","0.01962874"
"Iowa","Cerro Gordo County","42450","904","0.02128629"
"Iowa","Cherokee County","11235","296","0.02635678"
"Iowa","Chickasaw County","11933","238","0.01995550"
"Iowa","Clarke County","9395","169","0.01800968"
"Iowa","Clay County","16016","344","0.02145662"
"Iowa","Clayton County","17549","407","0.02316566"
"Iowa","Clinton County","46429","842","0.01812578"
"Iowa","Crawford County","16820","285","0.01691774"
"Iowa","Dallas County","93453","1020","0.01091052"
"Iowa","Davis County","9000","149","0.01654280"
"Iowa","Decatur County","7870","156","0.01980912"
"Iowa","Delaware County","17011","317","0.01864356"
"Iowa","Des Moines County","38967","756","0.01941086"
"Iowa","Dickinson County","17258","411","0.02379052"
"Iowa","Dubuque County","97311","1659","0.01705346"
"Iowa","Emmet County","9208","193","0.02094260"
"Iowa","Fayette County","19650","407","0.02072987"
"Iowa","Floyd County","15642","321","0.02051791"
"Iowa","Franklin County","10070","208","0.02068702"
"Iowa","Fremont County","6960","153","0.02201688"
"Iowa","Greene County","8888","194","0.02185976"
"Iowa","Grundy County","12232","252","0.02057319"
"Iowa","Guthrie County","10689","231","0.02156618"
"Iowa","Hamilton County","14773","307","0.02076570"
"Iowa","Hancock County","10630","237","0.02229786"
"Iowa","Hardin County","16846","391","0.02322248"
"Iowa","Harrison County","14049","266","0.01896428"
"Iowa","Henry County","19954","351","0.01759898"
"Iowa","Howard County","9158","189","0.02061227"
"Iowa","Humboldt County","9558","215","0.02247089"
"Iowa","Ida County","6860","153","0.02234897"
"Iowa","Iowa County","16184","316","0.01951704"
"Iowa","Jackson County","19439","390","0.02003811"
"Iowa","Jasper County","37185","698","0.01877974"
"Iowa","Jefferson County","18295","327","0.01787930"
"Iowa","Johnson County","151140","1553","0.01027820"
"Iowa","Jones County","20681","419","0.02024061"
"Iowa","Keokuk County","10246","226","0.02203127"
"Iowa","Kossuth County","14813","375","0.02534253"
"Iowa","Lee County","33657","609","0.01810008"
"Iowa","Linn County","226706","3242","0.01429903"
"Iowa","Louisa County","11035","190","0.01721897"
"Iowa","Lucas County","8600","176","0.02049011"
"Iowa","Lyon County","11755","223","0.01898933"
"Iowa","Madison County","16338","251","0.01533254"
"Iowa","Mahaska County","22095","390","0.01763894"
"Iowa","Marion County","33253","550","0.01653484"
"Iowa","Marshall County","39369","687","0.01744633"
"Iowa","Mills County","15109","227","0.01504648"
"Iowa","Mitchell County","10586","246","0.02324544"
"Iowa","Monona County","8615","226","0.02628348"
"Iowa","Monroe County","7707","134","0.01742498"
"Iowa","Montgomery County","9917","211","0.02132034"
"Iowa","Muscatine County","42664","633","0.01483070"
"Iowa","O'Brien County","13753","310","0.02253424"
"Iowa","Osceola County","5958","144","0.02412651"
"Iowa","Page County","15107","339","0.02243015"
"Iowa","Palo Alto County","8886","213","0.02402609"
"Iowa","Plymouth County","25177","439","0.01742657"
"Iowa","Pocahontas County","6619","149","0.02253610"
"Iowa","Polk County","490161","5712","0.01165383"
"Iowa","Pottawattamie County","93206","1461","0.01567063"
"Iowa","Poweshiek County","18504","380","0.02053433"
"Iowa","Ringgold County","4894","131","0.02681979"
"Iowa","Sac County","9721","247","0.02545853"
"Iowa","Scott County","172943","2530","0.01462809"
"Iowa","Shelby County","11454","279","0.02439345"
"Iowa","Sioux County","34855","575","0.01649225"
"Iowa","Story County","97117","1101","0.01133893"
"Iowa","Tama County","16854","325","0.01926777"
"Iowa","Taylor County","6121","132","0.02155934"
"Iowa","Union County","12241","241","0.01966321"
"Iowa","Van Buren County","7044","135","0.01910474"
"Iowa","Wapello County","34969","575","0.01644031"
"Iowa","Warren County","51466","692","0.01345406"
"Iowa","Washington County","21965","413","0.01879009"
"Iowa","Wayne County","6441","146","0.02272470"
"Iowa","Webster County","35904","623","0.01736099"
"Iowa","Winnebago County","10354","232","0.02237661"
"Iowa","Winneshiek County","19991","407","0.02033984"
"Iowa","Woodbury County","103107","1360","0.01319360"
"Iowa","Worth County","7381","141","0.01914352"
"Iowa","Wright County","12562","301","0.02395420"
"Kansas","Statewide","2913314","42921","0.01473278"
"Kansas","Allen County","12369","237","0.01918033"
"Kansas","Anderson County","7858","160","0.02039741"
"Kansas","Atchison County","16073","261","0.01622089"
"Kansas","Barber County","4427","87","0.01956367"
"Kansas","Barton County","25779","505","0.01957640"
"Kansas","Bourbon County","14534","267","0.01837933"
"Kansas","Brown County","9564","176","0.01837993"
"Kansas","Butler County","66911","943","0.01409901"
"Kansas","Chase County","2648","62","0.02346846"
"Kansas","Chautauqua County","3250","85","0.02623141"
"Kansas","Cherokee County","19939","328","0.01644629"
"Kansas","Cheyenne County","2657","83","0.03110744"
"Kansas","Clark County","1994","48","0.02395334"
"Kansas","Clay County","8002","184","0.02299902"
"Kansas","Cloud County","8786","195","0.02215693"
"Kansas","Coffey County","8179","153","0.01870047"
"Kansas","Comanche County","1700","39","0.02283320"
"Kansas","Cowley County","34908","610","0.01748542"
"Kansas","Crawford County","38818","575","0.01480485"
"Kansas","Decatur County","2827","94","0.03326439"
"Kansas","Dickinson County","18466","378","0.02048751"
"Kansas","Doniphan County","7600","137","0.01808147"
"Kansas","Douglas County","122259","1330","0.01087547"
"Kansas","Edwards County","2798","52","0.01864690"
"Kansas","Elk County","2530","65","0.02576157"
"Kansas","Ellis County","28553","430","0.01506045"
"Kansas","Ellsworth County","6102","120","0.01968778"
"Kansas","Finney County","36467","372","0.01021415"
"Kansas","Ford County","33619","384","0.01142231"
"Kansas","Franklin County","25544","357","0.01398166"
"Kansas","Geary County","31670","248","0.00781625"
"Kansas","Gove County","2636","73","0.02781751"
"Kansas","Graham County","2482","71","0.02870816"
"Kansas","Grant County","7150","90","0.01252483"
"Kansas","Gray County","5988","89","0.01481239"
"Kansas","Greeley County","1232","29","0.02379527"
"Kansas","Greenwood County","5982","135","0.02260141"
"Kansas","Hamilton County","2539","28","0.01086796"
"Kansas","Harper County","5436","127","0.02329258"
"Kansas","Harvey County","34429","707","0.02053501"
"Kansas","Haskell County","3968","51","0.01277097"
"Kansas","Hodgeman County","1794","46","0.02577676"
"Kansas","Jackson County","13171","209","0.01584146"
"Kansas","Jefferson County","19043","310","0.01626814"
"Kansas","Jewell County","2879","85","0.02935318"
"Kansas","Johnson County","602401","7842","0.01301712"
"Kansas","Kearny County","3838","58","0.01505484"
"Kansas","Kingman County","7152","152","0.02123861"
"Kansas","Kiowa County","2475","55","0.02207350"
"Kansas","Labette County","19618","353","0.01798515"
"Kansas","Lane County","1535","32","0.02096018"
"Kansas","Leavenworth County","81758","1006","0.01230175"
"Kansas","Lincoln County","2962","81","0.02728112"
"Kansas","Linn County","9703","190","0.01955756"
"Kansas","Logan County","2794","61","0.02199487"
"Kansas","Lyon County","33195","493","0.01486027"
"Kansas","McPherson County","28542","601","0.02106392"
"Kansas","Marion County","11884","300","0.02527078"
"Kansas","Marshall County","9707","220","0.02270698"
"Kansas","Meade County","4033","86","0.02133370"
"Kansas","Miami County","34237","521","0.01522822"
"Kansas","Mitchell County","5979","148","0.02475214"
"Kansas","Montgomery County","31829","584","0.01834184"
"Kansas","Morris County","5620","135","0.02410747"
"Kansas","Morton County","2587","62","0.02387698"
"Kansas","Nemaha County","10231","244","0.02382166"
"Kansas","Neosho County","16007","306","0.01912701"
"Kansas","Ness County","2750","76","0.02770292"
"Kansas","Norton County","5361","123","0.02295627"
"Kansas","Osage County","15949","285","0.01787285"
"Kansas","Osborne County","3421","95","0.02778668"
"Kansas","Ottawa County","5704","102","0.01795419"
"Kansas","Pawnee County","6414","135","0.02105881"
"Kansas","Phillips County","5234","117","0.02234194"
"Kansas","Pottawatomie County","24383","317","0.01300600"
"Kansas","Pratt County","9164","203","0.02210035"
"Kansas","Rawlins County","2530","70","0.02755191"
"Kansas","Reno County","61998","1226","0.01976961"
"Kansas","Republic County","4636","140","0.03014972"
"Kansas","Rice County","9537","174","0.01820285"
"Kansas","Riley County","74232","676","0.00910513"
"Kansas","Rooks County","4920","113","0.02289501"
"Kansas","Rush County","3036","82","0.02698424"
"Kansas","Russell County","6856","175","0.02546597"
"Kansas","Saline County","54224","919","0.01695180"
"Kansas","Scott County","4823","95","0.01968495"
"Kansas","Sedgwick County","516042","6657","0.01290040"
"Kansas","Seward County","21428","199","0.00929609"
"Kansas","Shawnee County","176875","2923","0.01652855"
"Kansas","Sheridan County","2521","63","0.02510431"
"Kansas","Sherman County","5917","108","0.01827762"
"Kansas","Smith County","3583","109","0.03049838"
"Kansas","Stafford County","4156","101","0.02430828"
"Kansas","Stanton County","2006","36","0.01803790"
"Kansas","Stevens County","5485","93","0.01689225"
"Kansas","Sumner County","22836","403","0.01764349"
"Kansas","Thomas County","7777","139","0.01782867"
"Kansas","Trego County","2803","75","0.02692382"
"Kansas","Wabaunsee County","6931","122","0.01762073"
"Kansas","Wallace County","1518","40","0.02611872"
"Kansas","Washington County","5406","140","0.02588179"
"Kansas","Wichita County","2119","43","0.02022593"
"Kansas","Wilson County","8525","160","0.01876792"
"Kansas","Woodson County","3138","75","0.02378214"
"Kansas","Wyandotte County","165429","1769","0.01069582"
"Kentucky","Statewide","4467673","61325","0.01372645"
"Kentucky","Adair County","19202","303","0.01579648"
"Kentucky","Allen County","21315","290","0.01359080"
"Kentucky","Anderson County","22747","296","0.01301559"
"Kentucky","Ballard County","7888","148","0.01871654"
"Kentucky","Barren County","44249","686","0.01550655"
"Kentucky","Bath County","12500","174","0.01393410"
"Kentucky","Bell County","26032","414","0.01589139"
"Kentucky","Boone County","133581","1461","0.01093963"
"Kentucky","Bourbon County","19788","345","0.01745541"
"Kentucky","Boyd County","46718","797","0.01705274"
"Kentucky","Boyle County","30060","542","0.01801881"
"Kentucky","Bracken County","8303","110","0.01326992"
"Kentucky","Breathitt County","12630","166","0.01313584"
"Kentucky","Breckinridge County","20477","310","0.01512173"
"Kentucky","Bullitt County","81676","997","0.01221270"
"Kentucky","Butler County","12879","196","0.01521899"
"Kentucky","Caldwell County","12747","246","0.01930359"
"Kentucky","Calloway County","39001","580","0.01485993"
"Kentucky","Campbell County","93584","1271","0.01357755"
"Kentucky","Carlisle County","4760","94","0.01970359"
"Kentucky","Carroll County","10631","141","0.01323270"
"Kentucky","Carter County","26797","409","0.01525212"
"Kentucky","Casey County","16159","269","0.01662977"
"Kentucky","Christian County","70461","801","0.01136536"
"Kentucky","Clark County","36263","546","0.01506950"
"Kentucky","Clay County","19901","228","0.01144924"
"Kentucky","Clinton County","10218","154","0.01512035"
"Kentucky","Crittenden County","8806","149","0.01686531"
"Kentucky","Cumberland County","6614","124","0.01880316"
"Kentucky","Daviess County","101511","1539","0.01516383"
"Kentucky","Edmonson County","12150","210","0.01728200"
"Kentucky","Elliott County","7517","124","0.01644763"
"Kentucky","Estill County","14106","193","0.01365741"
"Kentucky","Fayette County","323152","3729","0.01153806"
"Kentucky","Fleming County","14581","204","0.01398381"
"Kentucky","Floyd County","35589","498","0.01398810"
"Kentucky","Franklin County","50991","753","0.01476111"
"Kentucky","Fulton County","5969","96","0.01615487"
"Kentucky","Gallatin County","8869","88","0.00997666"
"Kentucky","Garrard County","17666","269","0.01521570"
"Kentucky","Grant County","25069","266","0.01061171"
"Kentucky","Graves County","37266","593","0.01590245"
"Kentucky","Grayson County","26427","363","0.01373673"
"Kentucky","Green County","10941","189","0.01729552"
"Kentucky","Greenup County","35098","626","0.01783766"
"Kentucky","Hancock County","8722","122","0.01395620"
"Kentucky","Hardin County","110958","1320","0.01189478"
"Kentucky","Harlan County","26010","393","0.01512144"
"Kentucky","Harrison County","18886","285","0.01509221"
"Kentucky","Hart County","19035","258","0.01353744"
"Kentucky","Henderson County","45210","688","0.01522769"
"Kentucky","Henry County","16126","221","0.01368973"
"Kentucky","Hickman County","4380","108","0.02474135"
"Kentucky","Hopkins County","44686","689","0.01542562"
"Kentucky","Jackson County","13329","171","0.01281657"
"Kentucky","Jefferson County","766757","10975","0.01431392"
"Kentucky","Jessamine County","54115","733","0.01354918"
"Kentucky","Johnson County","22188","312","0.01405010"
"Kentucky","Kenton County","166998","2012","0.01205083"
"Kentucky","Knott County","14806","214","0.01445717"
"Kentucky","Knox County","31145","443","0.01423824"
"Kentucky","Larue County","14398","217","0.01510534"
"Kentucky","Laurel County","60813","786","0.01292292"
"Kentucky","Lawrence County","15317","202","0.01318366"
"Kentucky","Lee County","7403","92","0.01241644"
"Kentucky","Leslie County","9877","148","0.01493502"
"Kentucky","Letcher County","21553","305","0.01416503"
"Kentucky","Lewis County","13275","195","0.01466769"
"Kentucky","Lincoln County","24549","372","0.01515370"
"Kentucky","Livingston County","9194","165","0.01796519"
"Kentucky","Logan County","27102","417","0.01537566"
"Kentucky","Lyon County","8210","169","0.02058057"
"Kentucky","McCracken County","65418","1173","0.01793369"
"Kentucky","McCreary County","17231","201","0.01164527"
"Kentucky","McLean County","9207","153","0.01663896"
"Kentucky","Madison County","92987","1068","0.01149042"
"Kentucky","Magoffin County","12161","161","0.01324355"
"Kentucky","Marion County","19273","289","0.01501788"
"Kentucky","Marshall County","31100","568","0.01826296"
"Kentucky","Martin County","11195","149","0.01328156"
"Kentucky","Mason County","17070","246","0.01441698"
"Kentucky","Meade County","28572","318","0.01111249"
"Kentucky","Menifee County","6489","106","0.01632553"
"Kentucky","Mercer County","21933","339","0.01547266"
"Kentucky","Metcalfe County","10071","164","0.01627080"
"Kentucky","Monroe County","10650","154","0.01447641"
"Kentucky","Montgomery County","28157","364","0.01292670"
"Kentucky","Morgan County","13309","185","0.01387168"
"Kentucky","Muhlenberg County","30622","501","0.01635101"
"Kentucky","Nelson County","46233","570","0.01233494"
"Kentucky","Nicholas County","7269","99","0.01358681"
"Kentucky","Ohio County","23994","354","0.01475141"
"Kentucky","Oldham County","66799","688","0.01029225"
"Kentucky","Owen County","10901","152","0.01396811"
"Kentucky","Owsley County","4415","73","0.01643103"
"Kentucky","Pendleton County","14590","194","0.01329158"
"Kentucky","Perry County","25758","336","0.01306019"
"Kentucky","Pike County","57876","889","0.01535507"
"Kentucky","Powell County","12359","143","0.01159135"
"Kentucky","Pulaski County","64979","955","0.01469465"
"Kentucky","Robertson County","2108","45","0.02113661"
"Kentucky","Rockcastle County","16695","241","0.01443548"
"Kentucky","Rowan County","24460","288","0.01175444"
"Kentucky","Russell County","17923","303","0.01690681"
"Kentucky","Scott County","57004","530","0.00930235"
"Kentucky","Shelby County","49024","596","0.01216327"
"Kentucky","Simpson County","18572","249","0.01342382"
"Kentucky","Spencer County","19351","212","0.01093476"
"Kentucky","Taylor County","25769","397","0.01538864"
"Kentucky","Todd County","12294","164","0.01334372"
"Kentucky","Trigg County","14651","256","0.01750302"
"Kentucky","Trimble County","8471","116","0.01363521"
"Kentucky","Union County","14381","194","0.01345652"
"Kentucky","Warren County","132896","1448","0.01089419"
"Kentucky","Washington County","12095","197","0.01625714"
"Kentucky","Wayne County","20333","348","0.01710548"
"Kentucky","Webster County","12942","189","0.01457204"
"Kentucky","Whitley County","36264","460","0.01268559"
"Kentucky","Wolfe County","7157","109","0.01517420"
"Kentucky","Woodford County","26734","397","0.01484744"
"Louisiana","Statewide","4648794","60967","0.01311457"
"Louisiana","Acadia Parish","62045","839","0.01353035"
"Louisiana","Allen Parish","25627","338","0.01320021"
"Louisiana","Ascension Parish","126604","1186","0.00936866"
"Louisiana","Assumption Parish","21891","340","0.01554129"
"Louisiana","Avoyelles Parish","40144","595","0.01482022"
"Louisiana","Beauregard Parish","37497","468","0.01247442"
"Louisiana","Bienville Parish","13241","267","0.02013668"
"Louisiana","Bossier Parish","127039","1602","0.01260808"
"Louisiana","Caddo Parish","240204","3682","0.01532709"
"Louisiana","Calcasieu Parish","203436","2524","0.01240915"
"Louisiana","Caldwell Parish","9918","144","0.01454686"
"Louisiana","Cameron Parish","6973","100","0.01440279"
"Louisiana","Catahoula Parish","9494","137","0.01439345"
"Louisiana","Claiborne Parish","15670","271","0.01730367"
"Louisiana","Concordia Parish","19259","287","0.01492010"
"Louisiana","De Soto Parish","27463","408","0.01487242"
"Louisiana","East Baton Rouge Parish","440059","5206","0.01183014"
"Louisiana","East Carroll Parish","6861","86","0.01255777"
"Louisiana","East Feliciana Parish","19135","262","0.01367134"
"Louisiana","Evangeline Parish","33395","426","0.01275733"
"Louisiana","Franklin Parish","20015","327","0.01635706"
"Louisiana","Grant Parish","22389","273","0.01218919"
"Louisiana","Iberia Parish","69830","894","0.01280409"
"Louisiana","Iberville Parish","32511","447","0.01373470"
"Louisiana","Jackson Parish","15744","285","0.01808714"
"Louisiana","Jefferson Parish","432493","6465","0.01494881"
"Louisiana","Jefferson Davis Parish","31368","451","0.01437844"
"Louisiana","Lafayette Parish","244390","2787","0.01140459"
"Louisiana","Lafourche Parish","97614","1347","0.01380020"
"Louisiana","La Salle Parish","14892","212","0.01424392"
"Louisiana","Lincoln Parish","46742","585","0.01252316"
"Louisiana","Livingston Parish","140789","1393","0.00989523"
"Louisiana","Madison Parish","10951","136","0.01240965"
"Louisiana","Morehouse Parish","24874","408","0.01639463"
"Louisiana","Natchitoches Parish","38158","540","0.01414330"
"Louisiana","Orleans Parish","390144","4925","0.01262393"
"Louisiana","Ouachita Parish","153279","1986","0.01295489"
"Louisiana","Plaquemines Parish","23197","269","0.01158545"
"Louisiana","Pointe Coupee Parish","21730","383","0.01761376"
"Louisiana","Rapides Parish","129648","1835","0.01415135"
"Louisiana","Red River Parish","8442","140","0.01662460"
"Louisiana","Richland Parish","20122","297","0.01477222"
"Louisiana","Sabine Parish","23884","410","0.01717794"
"Louisiana","St. Bernard Parish","47244","467","0.00987545"
"Louisiana","St. Charles Parish","53100","593","0.01116168"
"Louisiana","St. Helena Parish","10132","169","0.01669548"
"Louisiana","St. James Parish","21096","301","0.01424472"
"Louisiana","St. John the Baptist Parish","42837","476","0.01111523"
"Louisiana","St. Landry Parish","82124","1120","0.01363378"
"Louisiana","St. Martin Parish","53431","672","0.01257442"
"Louisiana","St. Mary Parish","49348","717","0.01453654"
"Louisiana","St. Tammany Parish","260419","3549","0.01362951"
"Louisiana","Tangipahoa Parish","134758","1530","0.01135261"
"Louisiana","Tensas Parish","4334","91","0.02100299"
"Louisiana","Terrebonne Parish","110461","1327","0.01201690"
"Louisiana","Union Parish","22108","394","0.01781290"
"Louisiana","Vermilion Parish","59511","834","0.01401253"
"Louisiana","Vernon Parish","47429","477","0.01005892"
"Louisiana","Washington Parish","46194","693","0.01500001"
"Louisiana","Webster Parish","38340","674","0.01757700"
"Louisiana","West Baton Rouge Parish","26465","315","0.01188652"
"Louisiana","West Carroll Parish","10830","176","0.01629200"
"Louisiana","West Feliciana Parish","15568","199","0.01275557"
"Louisiana","Winn Parish","13904","230","0.01652222"
"Maine","Statewide","0","0","0.00000000"
"Maine","Androscoggin County","108277","1710","0.01579636"
"Maine","Aroostook County","67055","1459","0.02175506"
"Maine","Cumberland County","295003","4818","0.01633240"
"Maine","Franklin County","30199","532","0.01761465"
"Maine","Hancock County","54987","1097","0.01994433"
"Maine","Kennebec County","122302","2112","0.01727008"
"Maine","Knox County","39772","847","0.02129878"
"Maine","Lincoln County","34634","790","0.02281706"
"Maine","Oxford County","57975","1084","0.01869398"
"Maine","Penobscot County","152148","2490","0.01636865"
"Maine","Piscataquis County","16785","368","0.02193460"
"Maine","Sagadahoc County","35856","649","0.01808825"
"Maine","Somerset County","50484","845","0.01674368"
"Maine","Waldo County","39715","694","0.01747321"
"Maine","Washington County","31379","610","0.01945330"
"Maine","York County","207641","3704","0.01783731"
"Maryland","Statewide","6045680","83259","0.01377171"
"Maryland","Allegany County","70416","1299","0.01845078"
"Maryland","Anne Arundel County","579234","7241","0.01250127"
"Maryland","Baltimore County","827370","13744","0.01661185"
"Maryland","Calvert County","92525","1197","0.01293322"
"Maryland","Caroline County","33406","461","0.01378541"
"Maryland","Carroll County","168447","2516","0.01493528"
"Maryland","Cecil County","102855","1307","0.01270930"
"Maryland","Charles County","163257","1721","0.01054040"
"Maryland","Dorchester County","31929","594","0.01859757"
"Maryland","Frederick County","259547","3344","0.01288318"
"Maryland","Garrett County","29014","560","0.01930655"
"Maryland","Harford County","255441","3485","0.01364264"
"Maryland","Howard County","325690","3780","0.01160637"
"Maryland","Kent County","19422","470","0.02420145"
"Maryland","Montgomery County","1050688","15656","0.01490093"
"Maryland","Prince George's County","909327","10015","0.01101412"
"Maryland","Queen Anne's County","50381","778","0.01544127"
"Maryland","St. Mary's County","113510","1267","0.01116273"
"Maryland","Somerset County","25616","372","0.01454002"
"Maryland","Talbot County","37181","1012","0.02722313"
"Maryland","Washington County","151049","2393","0.01584197"
"Maryland","Wicomico County","103609","1424","0.01374771"
"Maryland","Worcester County","52276","1211","0.02316790"
"Maryland","Baltimore City","593490","7411","0.01248771"
"Massachusetts","Statewide","6892503","105176","0.01525948"
"Massachusetts","Barnstable County","212990","5668","0.02661180"
"Massachusetts","Berkshire County","124944","2692","0.02154483"
"Massachusetts","Bristol County","565217","8907","0.01575875"
"Massachusetts","Dukes County","17332","320","0.01848694"
"Massachusetts","Essex County","789034","12508","0.01585262"
"Massachusetts","Franklin County","70180","1278","0.01821684"
"Massachusetts","Hampden County","466372","7332","0.01572110"
"Massachusetts","Hampshire County","160830","2423","0.01506636"
"Massachusetts","Middlesex County","1611699","23221","0.01440776"
"Massachusetts","Nantucket County","11399","149","0.01303190"
"Massachusetts","Norfolk County","706775","11564","0.01636141"
"Massachusetts","Plymouth County","521202","8159","0.01565353"
"Massachusetts","Suffolk County","803907","9013","0.01121159"
"Massachusetts","Worcester County","830622","11942","0.01437708"
"Michigan","Statewide","9986857","149893","0.01500904"
"Michigan","Alcona County","10405","297","0.02853733"
"Michigan","Alger County","9108","184","0.02023264"
"Michigan","Allegan County","118081","1590","0.01346210"
"Michigan","Alpena County","28405","599","0.02107524"
"Michigan","Antrim County","23324","523","0.02242869"
"Michigan","Arenac County","14883","296","0.01991062"
"Michigan","Baraga County","8209","154","0.01870812"
"Michigan","Barry County","61550","913","0.01482629"
"Michigan","Bay County","103126","1863","0.01806725"
"Michigan","Benzie County","17766","389","0.02190013"
"Michigan","Berrien County","153401","2699","0.01759593"
"Michigan","Branch County","43517","655","0.01504079"
"Michigan","Calhoun County","134159","2127","0.01585227"
"Michigan","Cass County","51787","830","0.01601851"
"Michigan","Charlevoix County","26143","527","0.02016355"
"Michigan","Cheboygan County","25276","557","0.02201723"
"Michigan","Chippewa County","37349","585","0.01566830"
"Michigan","Clare County","30950","572","0.01847934"
"Michigan","Clinton County","79595","1143","0.01435895"
"Michigan","Crawford County","14029","292","0.02083849"
"Michigan","Delta County","35784","776","0.02169749"
"Michigan","Dickinson County","25239","551","0.02183296"
"Michigan","Eaton County","110268","1691","0.01533097"
"Michigan","Emmet County","33415","632","0.01891521"
"Michigan","Genesee County","405813","6279","0.01547330"
"Michigan","Gladwin County","25449","529","0.02080020"
"Michigan","Gogebic County","13975","361","0.02580385"
"Michigan","Grand Traverse County","93088","1608","0.01727678"
"Michigan","Gratiot County","40711","690","0.01694550"
"Michigan","Hillsdale County","45605","751","0.01646009"
"Michigan","Houghton County","35684","554","0.01552716"
"Michigan","Huron County","30981","698","0.02253174"
"Michigan","Ingham County","292406","3346","0.01144322"
"Michigan","Ionia County","64697","770","0.01189496"
"Michigan","Iosco County","25127","610","0.02428154"
"Michigan","Iron County","11066","320","0.02888949"
"Michigan","Isabella County","69872","769","0.01100287"
"Michigan","Jackson County","158510","2444","0.01541594"
"Michigan","Kalamazoo County","265066","3552","0.01340105"
"Michigan","Kalkaska County","18038","259","0.01434220"
"Michigan","Kent County","656955","8158","0.01241854"
"Michigan","Keweenaw County","2116","55","0.02621142"
"Michigan","Lake County","11853","257","0.02172188"
"Michigan","Lapeer County","87607","1268","0.01447557"
"Michigan","Leelanau County","21761","563","0.02587743"
"Michigan","Lenawee County","98451","1567","0.01591370"
"Michigan","Livingston County","191995","2693","0.01402706"
"Michigan","Luce County","6229","117","0.01875101"
"Michigan","Mackinac County","10799","245","0.02264568"
"Michigan","Macomb County","873972","13387","0.01531748"
"Michigan","Manistee County","24558","520","0.02117841"
"Michigan","Marquette County","66699","1103","0.01653377"
"Michigan","Mason County","29144","582","0.01997434"
"Michigan","Mecosta County","43453","622","0.01431195"
"Michigan","Menominee County","22780","507","0.02226171"
"Michigan","Midland County","83156","1441","0.01732897"
"Michigan","Missaukee County","15118","256","0.01694521"
"Michigan","Monroe County","150500","2358","0.01567045"
"Michigan","Montcalm County","63888","956","0.01495671"
"Michigan","Montmorency County","9328","236","0.02530838"
"Michigan","Muskegon County","173566","2519","0.01451249"
"Michigan","Newaygo County","48980","768","0.01567680"
"Michigan","Oakland County","1257584","18844","0.01498404"
"Michigan","Oceana County","26467","442","0.01668893"
"Michigan","Ogemaw County","20997","438","0.02084924"
"Michigan","Ontonagon County","5720","164","0.02872176"
"Michigan","Osceola County","23460","401","0.01709252"
"Michigan","Oscoda County","8241","176","0.02138810"
"Michigan","Otsego County","24668","445","0.01804457"
"Michigan","Ottawa County","291830","3926","0.01345151"
"Michigan","Presque Isle County","12592","342","0.02719711"
"Michigan","Roscommon County","24019","584","0.02431453"
"Michigan","Saginaw County","190539","3298","0.01731021"
"Michigan","St. Clair County","159128","2541","0.01596596"
"Michigan","St. Joseph County","60964","943","0.01547543"
"Michigan","Sanilac County","41170","733","0.01780355"
"Michigan","Schoolcraft County","8094","181","0.02231401"
"Michigan","Shiawassee County","68122","1061","0.01557392"
"Michigan","Tuscola County","52245","897","0.01717115"
"Michigan","Van Buren County","75677","1115","0.01473390"
"Michigan","Washtenaw County","367601","4385","0.01192811"
"Michigan","Wayne County","1749343","24268","0.01387237"
"Michigan","Wexford County","33631","549","0.01632001"
"Minnesota","Statewide","5639632","81989","0.01453807"
"Minnesota","Aitkin County","15886","421","0.02651421"
"Minnesota","Anoka County","356921","4207","0.01178615"
"Minnesota","Becker County","34423","594","0.01725129"
"Minnesota","Beltrami County","47188","690","0.01461994"
"Minnesota","Benton County","40889","594","0.01453333"
"Minnesota","Big Stone County","4991","146","0.02927103"
"Minnesota","Blue Earth County","67653","908","0.01342130"
"Minnesota","Brown County","25008","558","0.02231062"
"Minnesota","Carlton County","35871","562","0.01566900"
"Minnesota","Carver County","105089","1166","0.01109636"
"Minnesota","Cass County","29779","596","0.02000040"
"Minnesota","Chippewa County","11800","246","0.02087307"
"Minnesota","Chisago County","56579","739","0.01306763"
"Minnesota","Clay County","64222","844","0.01313731"
"Minnesota","Clearwater County","8818","162","0.01837963"
"Minnesota","Cook County","5463","120","0.02197681"
"Minnesota","Cottonwood County","11196","265","0.02363155"
"Minnesota","Crow Wing County","65055","1249","0.01920208"
"Minnesota","Dakota County","429021","5326","0.01241524"
"Minnesota","Dodge County","20934","283","0.01353373"
"Minnesota","Douglas County","38141","807","0.02116463"
"Minnesota","Faribault County","13653","316","0.02311191"
"Minnesota","Fillmore County","21067","449","0.02130039"
"Minnesota","Freeborn County","30281","661","0.02183452"
"Minnesota","Goodhue County","46340","861","0.01858466"
"Minnesota","Grant County","5972","140","0.02341786"
