"stateName","statewideOrCountyName","populationSize","worstCaseTotal","worstCasePercent"
"South Dakota","Fall River County","6713","160","0.02385396"
"South Dakota","Faulk County","2299","60","0.02588745"
"South Dakota","Grant County","7052","137","0.01946003"
"South Dakota","Gregory County","4185","112","0.02682082"
"South Dakota","Haakon County","1899","49","0.02559450"
"South Dakota","Hamlin County","6164","93","0.01515281"
"South Dakota","Hand County","3191","98","0.03080164"
"South Dakota","Hanson County","3453","30","0.00876508"
"South Dakota","Harding County","1298","21","0.01642175"
"South Dakota","Hughes County","17526","284","0.01622433"
"South Dakota","Hutchinson County","7291","192","0.02628867"
"South Dakota","Hyde County","1301","37","0.02820599"
"South Dakota","Jackson County","3344","41","0.01217980"
"South Dakota","Jerauld County","2013","55","0.02742146"
"South Dakota","Jones County","903","19","0.02117872"
"South Dakota","Kingsbury County","4939","113","0.02282885"
"South Dakota","Lake County","12797","208","0.01622675"
"South Dakota","Lawrence County","25844","477","0.01844912"
"South Dakota","Lincoln County","61128","685","0.01120394"
"South Dakota","Lyman County","3781","46","0.01227812"
"South Dakota","McCook County","5586","99","0.01766253"
"South Dakota","McPherson County","2379","77","0.03234243"
"South Dakota","Marshall County","4935","96","0.01935215"
"South Dakota","Meade County","28332","356","0.01257961"
"South Dakota","Mellette County","2061","24","0.01141973"
"South Dakota","Miner County","2216","49","0.02204650"
"South Dakota","Minnehaha County","193134","2252","0.01166220"
"South Dakota","Moody County","6576","114","0.01736358"
"South Dakota","Oglala Lakota County","14177","74","0.00524412"
"South Dakota","Pennington County","113775","1730","0.01520533"
"South Dakota","Perkins County","2865","80","0.02805019"
"South Dakota","Potter County","2153","63","0.02942041"
"South Dakota","Roberts County","10394","188","0.01806367"
"South Dakota","Sanborn County","2344","41","0.01760389"
"South Dakota","Spink County","6376","138","0.02158945"
"South Dakota","Stanley County","3098","51","0.01633058"
"South Dakota","Sully County","1391","33","0.02365304"
"South Dakota","Todd County","10177","66","0.00648336"
"South Dakota","Tripp County","5441","131","0.02411581"
"South Dakota","Turner County","8384","178","0.02123848"
"South Dakota","Union County","15932","246","0.01545211"
"South Dakota","Walworth County","5435","127","0.02341147"
"South Dakota","Yankton County","22814","434","0.01902527"
"South Dakota","Ziebach County","2756","24","0.00874068"
"Tennessee","Statewide","6829174","92606","0.01356038"
"Tennessee","Anderson County","76978","1380","0.01793306"
"Tennessee","Bedford County","49713","573","0.01152231"
"Tennessee","Benton County","16160","307","0.01901725"
"Tennessee","Bledsoe County","15064","219","0.01451649"
"Tennessee","Blount County","133088","2205","0.01656604"
"Tennessee","Bradley County","108110","1542","0.01426403"
"Tennessee","Campbell County","39842","670","0.01681730"
"Tennessee","Cannon County","14678","219","0.01490519"
"Tennessee","Carroll County","27767","482","0.01737399"
"Tennessee","Carter County","56391","1052","0.01864667"
"Tennessee","Cheatham County","40667","460","0.01130846"
"Tennessee","Chester County","17297","261","0.01509261"
"Tennessee","Claiborne County","31959","486","0.01522106"
"Tennessee","Clay County","7615","155","0.02040395"
"Tennessee","Cocke County","36004","578","0.01605930"
"Tennessee","Coffee County","56520","817","0.01445641"
"Tennessee","Crockett County","14230","241","0.01694191"
"Tennessee","Cumberland County","60520","1441","0.02380214"
"Tennessee","Davidson County","694144","7293","0.01050691"
"Tennessee","Decatur County","11663","242","0.02071916"
"Tennessee","DeKalb County","20490","295","0.01438531"
"Tennessee","Dickson County","53948","709","0.01315145"
"Tennessee","Dyer County","37159","541","0.01454629"
"Tennessee","Fayette County","41133","679","0.01651322"
"Tennessee","Fentress County","18523","291","0.01572179"
"Tennessee","Franklin County","42208","694","0.01645339"
"Tennessee","Gibson County","49133","806","0.01640296"
"Tennessee","Giles County","29464","491","0.01666614"
"Tennessee","Grainger County","23320","342","0.01466789"
"Tennessee","Greene County","69069","1192","0.01726440"
"Tennessee","Grundy County","13427","217","0.01618397"
"Tennessee","Hamblen County","64934","1012","0.01557898"
"Tennessee","Hamilton County","367804","5726","0.01556725"
"Tennessee","Hancock County","6620","107","0.01617094"
"Tennessee","Hardeman County","25050","366","0.01459508"
"Tennessee","Hardin County","25652","499","0.01947130"
"Tennessee","Hawkins County","56786","971","0.01709381"
"Tennessee","Haywood County","17304","284","0.01643998"
"Tennessee","Henderson County","28117","442","0.01572690"
"Tennessee","Henry County","32345","605","0.01869418"
"Tennessee","Hickman County","25178","346","0.01373394"
"Tennessee","Houston County","8201","139","0.01689660"
"Tennessee","Humphreys County","18582","293","0.01574560"
"Tennessee","Jackson County","11786","209","0.01770577"
"Tennessee","Jefferson County","54495","861","0.01580508"
"Tennessee","Johnson County","17788","327","0.01835874"
"Tennessee","Knox County","470313","6281","0.01335452"
"Tennessee","Lake County","7016","103","0.01462267"
"Tennessee","Lauderdale County","25633","314","0.01225872"
"Tennessee","Lawrence County","44142","650","0.01473479"
"Tennessee","Lewis County","12268","218","0.01780208"
"Tennessee","Lincoln County","34366","552","0.01605321"
"Tennessee","Loudon County","54068","1126","0.02081954"
"Tennessee","McMinn County","53794","889","0.01653505"
"Tennessee","McNairy County","25694","422","0.01644192"
"Tennessee","Macon County","24602","301","0.01224057"
"Tennessee","Madison County","97984","1422","0.01451226"
"Tennessee","Marion County","28907","457","0.01579711"
"Tennessee","Marshall County","34375","438","0.01272833"
"Tennessee","Maury County","96387","1214","0.01259569"
"Tennessee","Meigs County","12422","188","0.01513769"
"Tennessee","Monroe County","46545","747","0.01605389"
"Tennessee","Montgomery County","208993","1554","0.00743675"
"Tennessee","Moore County","6488","119","0.01832209"
"Tennessee","Morgan County","21403","309","0.01441786"
"Tennessee","Obion County","30069","513","0.01704514"
"Tennessee","Overton County","22241","353","0.01587679"
"Tennessee","Perry County","8076","146","0.01813871"
"Tennessee","Pickett County","5048","111","0.02206461"
"Tennessee","Polk County","16832","289","0.01719461"
"Tennessee","Putnam County","80245","1123","0.01399161"
"Tennessee","Rhea County","33167","494","0.01489406"
"Tennessee","Roane County","53382","1029","0.01926831"
"Tennessee","Robertson County","71813","842","0.01172486"
"Tennessee","Rutherford County","332285","2803","0.00843662"
"Tennessee","Scott County","22068","291","0.01319258"
"Tennessee","Sequatchie County","15026","242","0.01608842"
"Tennessee","Sevier County","98250","1466","0.01491651"
"Tennessee","Shelby County","937166","10777","0.01150009"
"Tennessee","Smith County","20157","261","0.01293414"
"Tennessee","Stewart County","13715","220","0.01602574"
"Tennessee","Sullivan County","158348","2963","0.01870965"
"Tennessee","Sumner County","191283","2478","0.01295404"
"Tennessee","Tipton County","61599","709","0.01151183"
"Tennessee","Trousdale County","11284","112","0.00989702"
"Tennessee","Unicoi County","17883","357","0.01996564"
"Tennessee","Union County","19972","279","0.01398732"
"Tennessee","Van Buren County","5872","94","0.01598314"
"Tennessee","Warren County","41277","600","0.01453449"
"Tennessee","Washington County","129375","1982","0.01531866"
"Tennessee","Wayne County","16673","285","0.01706570"
"Tennessee","Weakley County","33328","555","0.01664274"
"Tennessee","White County","27345","472","0.01725805"
"Tennessee","Williamson County","238412","2653","0.01112666"
"Tennessee","Wilson County","144657","1738","0.01201502"
"Texas","Statewide","28995881","308987","0.01065624"
"Texas","Anderson County","57735","689","0.01193245"
"Texas","Andrews County","18705","159","0.00850763"
"Texas","Angelina County","86715","1239","0.01429090"
"Texas","Aransas County","23510","537","0.02285082"
"Texas","Archer County","8553","138","0.01608947"
"Texas","Armstrong County","1887","37","0.01944802"
"Texas","Atascosa County","51153","623","0.01217310"
"Texas","Austin County","30032","474","0.01578934"
"Texas","Bailey County","7000","92","0.01320239"
"Texas","Bandera County","23112","470","0.02035487"
"Texas","Bastrop County","88723","1031","0.01161541"
"Texas","Baylor County","3509","85","0.02435401"
"Texas","Bee County","32565","345","0.01059572"
"Texas","Bell County","362924","3373","0.00929480"
"Texas","Bexar County","2003554","20910","0.01043621"
"Texas","Blanco County","11931","221","0.01853993"
"Texas","Borden County","654","17","0.02633994"
"Texas","Bosque County","18685","397","0.02125676"
"Texas","Bowie County","93245","1381","0.01481432"
"Texas","Brazoria County","374264","3654","0.00976272"
"Texas","Brazos County","229211","1847","0.00805904"
"Texas","Brewster County","9203","179","0.01942208"
"Texas","Briscoe County","1546","36","0.02322457"
"Texas","Brooks County","7093","112","0.01580000"
"Texas","Brown County","37864","665","0.01756402"
"Texas","Burleson County","18443","340","0.01845063"
"Texas","Burnet County","48155","867","0.01799548"
"Texas","Caldwell County","43664","539","0.01234335"
"Texas","Calhoun County","21290","334","0.01568866"
"Texas","Callahan County","13943","249","0.01783634"
"Texas","Cameron County","423163","5143","0.01215455"
"Texas","Camp County","13094","191","0.01462309"
"Texas","Carson County","5926","102","0.01716905"
"Texas","Cass County","30026","584","0.01946356"
"Texas","Castro County","7530","113","0.01496836"
"Texas","Chambers County","43837","396","0.00902435"
"Texas","Cherokee County","52646","778","0.01477887"
"Texas","Childress County","7306","104","0.01417677"
"Texas","Clay County","10471","207","0.01980238"
"Texas","Cochran County","2853","40","0.01413784"
"Texas","Coke County","3387","78","0.02310072"
"Texas","Coleman County","8175","172","0.02100923"
"Texas","Collin County","1034730","9242","0.00893186"
"Texas","Collingsworth County","2920","49","0.01669559"
"Texas","Colorado County","21493","436","0.02028853"
"Texas","Comal County","156209","2187","0.01400225"
"Texas","Comanche County","13635","281","0.02060141"
"Texas","Concho County","2726","59","0.02148196"
"Texas","Cooke County","41257","638","0.01545670"
"Texas","Coryell County","75951","629","0.00828183"
"Texas","Cottle County","1398","29","0.02047569"
"Texas","Crane County","4797","58","0.01207973"
"Texas","Crockett County","3464","49","0.01424750"
"Texas","Crosby County","5737","97","0.01697651"
"Texas","Culberson County","2171","46","0.02123182"
"Texas","Dallam County","7287","71","0.00968456"
"Texas","Dallas County","2635516","24455","0.00927887"
"Texas","Dawson County","12728","170","0.01336467"
"Texas","Deaf Smith County","18546","219","0.01182405"
"Texas","Delta County","5331","84","0.01569972"
"Texas","Denton County","887207","7176","0.00808851"
"Texas","DeWitt County","20160","371","0.01842327"
"Texas","Dickens County","2211","43","0.01929629"
"Texas","Dimmit County","10124","159","0.01573496"
"Texas","Donley County","3278","65","0.01976160"
"Texas","Duval County","11157","182","0.01634843"
"Texas","Eastland County","18360","352","0.01918911"
"Texas","Ector County","166223","1346","0.00809531"
"Texas","Edwards County","1932","45","0.02319933"
"Texas","Ellis County","184826","1897","0.01026148"
"Texas","El Paso County","839238","9339","0.01112781"
"Texas","Erath County","42698","544","0.01275146"
"Texas","Falls County","17297","280","0.01619774"
"Texas","Fannin County","35514","546","0.01536619"
"Texas","Fayette County","25346","597","0.02353860"
"Texas","Fisher County","3830","91","0.02371908"
"Texas","Floyd County","5712","101","0.01760258"
"Texas","Foard County","1155","31","0.02664223"
"Texas","Fort Bend County","811688","6975","0.00859349"
"Texas","Franklin County","10725","197","0.01838042"
"Texas","Freestone County","19717","338","0.01713912"
"Texas","Frio County","20306","208","0.01023695"
"Texas","Gaines County","21492","171","0.00797769"
"Texas","Galveston County","342139","4086","0.01194307"
"Texas","Garza County","6229","68","0.01092949"
"Texas","Gillespie County","26988","734","0.02719507"
"Texas","Glasscock County","1409","17","0.01194829"
"Texas","Goliad County","7658","158","0.02061540"
"Texas","Gonzales County","20837","304","0.01457740"
"Texas","Gray County","21886","319","0.01457079"
"Texas","Grayson County","136212","2004","0.01471437"
"Texas","Gregg County","123945","1762","0.01421585"
"Texas","Grimes County","28880","409","0.01414898"
"Texas","Guadalupe County","166847","1933","0.01158286"
"Texas","Hale County","33406","411","0.01229228"
"Texas","Hall County","2964","64","0.02163232"
"Texas","Hamilton County","8461","208","0.02456507"
"Texas","Hansford County","5399","80","0.01486007"
"Texas","Hardeman County","3933","81","0.02047121"
"Texas","Hardin County","57602","800","0.01388886"
"Texas","Harris County","4713325","41530","0.00881112"
"Texas","Harrison County","66553","951","0.01429506"
"Texas","Hartley County","5576","84","0.01502912"
"Texas","Haskell County","5658","117","0.02061670"
"Texas","Hays County","230191","1921","0.00834409"
"Texas","Hemphill County","3819","54","0.01419787"
"Texas","Henderson County","82737","1484","0.01793489"
"Texas","Hidalgo County","868707","8737","0.01005715"
"Texas","Hill County","36649","646","0.01762529"
"Texas","Hockley County","23021","297","0.01290730"
"Texas","Hood County","61643","1251","0.02029200"
"Texas","Hopkins County","37084","575","0.01550457"
"Texas","Houston County","22968","458","0.01991902"
"Texas","Howard County","36664","437","0.01190900"
"Texas","Hudspeth County","4886","66","0.01342303"
"Texas","Hunt County","98594","1289","0.01306991"
"Texas","Hutchinson County","20938","310","0.01479173"
"Texas","Irion County","1536","27","0.01761812"
"Texas","Jack County","8935","121","0.01358469"
"Texas","Jackson County","14760","247","0.01672160"
"Texas","Jasper County","35529","573","0.01611982"
"Texas","Jeff Davis County","2274","63","0.02773195"
"Texas","Jefferson County","251565","3362","0.01336319"
"Texas","Jim Hogg County","5200","66","0.01262705"
"Texas","Jim Wells County","40482","538","0.01328549"
"Texas","Johnson County","175817","1950","0.01109391"
"Texas","Jones County","20083","286","0.01425953"
"Texas","Karnes County","15601","207","0.01326921"
"Texas","Kaufman County","136154","1246","0.00914843"
"Texas","Kendall County","47431","779","0.01641976"
"Texas","Kenedy County","404","6","0.01588821"
"Texas","Kent County","762","21","0.02768240"
"Texas","Kerr County","52600","1286","0.02445468"
"Texas","Kimble County","4337","102","0.02343520"
"Texas","King County","272","5","0.01903092"
"Texas","Kinney County","3667","82","0.02238454"
"Texas","Kleberg County","30680","351","0.01145609"
"Texas","Knox County","3664","66","0.01797885"
"Texas","Lamar County","49859","840","0.01684839"
"Texas","Lamb County","12893","216","0.01678130"
"Texas","Lampasas County","21428","353","0.01647680"
"Texas","La Salle County","7520","86","0.01149140"
"Texas","Lavaca County","20154","449","0.02227585"
"Texas","Lee County","17239","263","0.01528117"
"Texas","Leon County","17404","344","0.01978420"
"Texas","Liberty County","88219","869","0.00984834"
"Texas","Limestone County","23437","383","0.01634950"
"Texas","Lipscomb County","3233","59","0.01838111"
"Texas","Live Oak County","12207","223","0.01825450"
"Texas","Llano County","21795","696","0.03193612"
"Texas","Loving County","169","1","0.00503460"
"Texas","Lubbock County","310569","3404","0.01096180"
"Texas","Lynn County","5951","86","0.01453108"
"Texas","McCulloch County","7984","158","0.01983227"
"Texas","McLennan County","256623","3378","0.01316234"
"Texas","McMullen County","743","19","0.02517000"
"Texas","Madison County","14284","195","0.01365290"
"Texas","Marion County","9854","209","0.02118870"
"Texas","Martin County","5771","58","0.00997846"
"Texas","Mason County","4274","104","0.02430030"
"Texas","Matagorda County","36643","526","0.01435003"
"Texas","Maverick County","58722","580","0.00988097"
"Texas","Medina County","51584","726","0.01407549"
"Texas","Menard County","2138","66","0.03079177"
"Texas","Midland County","176832","1762","0.00996370"
"Texas","Milam County","24823","459","0.01848440"
"Texas","Mills County","4873","127","0.02603666"
"Texas","Mitchell County","8545","104","0.01218819"
"Texas","Montague County","19818","374","0.01886234"
"Texas","Montgomery County","607391","6311","0.01039088"
"Texas","Moore County","20940","207","0.00989348"
"Texas","Morris County","12388","233","0.01883174"
"Texas","Motley County","1200","32","0.02671503"
"Texas","Nacogdoches County","65204","823","0.01261695"
"Texas","Navarro County","50113","723","0.01442871"
"Texas","Newton County","13595","238","0.01747191"
"Texas","Nolan County","14714","241","0.01634933"
"Texas","Nueces County","362294","4602","0.01270150"
"Texas","Ochiltree County","9836","92","0.00937925"
"Texas","Oldham County","2112","25","0.01186626"
"Texas","Orange County","83396","1145","0.01373200"
"Texas","Palo Pinto County","29189","469","0.01605787"
"Texas","Panola County","23194","357","0.01541300"
"Texas","Parker County","142878","1754","0.01227623"
"Texas","Parmer County","9605","122","0.01270504"
"Texas","Pecos County","15823","176","0.01115227"
"Texas","Polk County","51353","598","0.01164155"
"Texas","Potter County","117415","1361","0.01159532"
"Texas","Presidio County","6704","165","0.02462490"
"Texas","Rains County","12514","227","0.01810595"
"Texas","Randall County","137713","1742","0.01264663"
"Texas","Reagan County","3849","35","0.00921500"
"Texas","Real County","3452","79","0.02278229"
"Texas","Red River County","12023","266","0.02215432"
"Texas","Reeves County","15976","173","0.01083109"
"Texas","Refugio County","6948","137","0.01974067"
"Texas","Roberts County","854","13","0.01568935"
"Texas","Robertson County","17074","292","0.01707930"
"Texas","Rockwall County","104915","1090","0.01038706"
"Texas","Runnels County","10264","192","0.01866820"
"Texas","Rusk County","54406","779","0.01432246"
"Texas","Sabine County","10542","269","0.02547803"
"Texas","San Augustine County","8237","209","0.02539961"
"Texas","San Jacinto County","28859","502","0.01741030"
"Texas","San Patricio County","66730","814","0.01219133"
"Texas","San Saba County","6055","134","0.02205348"
"Texas","Schleicher County","2793","37","0.01314242"
"Texas","Scurry County","16703","241","0.01443788"
"Texas","Shackelford County","3265","60","0.01834447"
"Texas","Shelby County","25274","379","0.01498682"
"Texas","Sherman County","3022","43","0.01435392"
"Texas","Smith County","232751","3396","0.01458970"
"Texas","Somervell County","9128","151","0.01653349"
"Texas","Starr County","64633","626","0.00968252"
"Texas","Stephens County","9366","168","0.01790662"
"Texas","Sterling County","1291","20","0.01570064"
"Texas","Stonewall County","1350","38","0.02822952"
"Texas","Sutton County","3776","63","0.01661488"
"Texas","Swisher County","7397","124","0.01676347"
"Texas","Tarrant County","2102515","20169","0.00959287"
"Texas","Taylor County","138034","1845","0.01336308"
"Texas","Terrell County","776","24","0.03075741"
"Texas","Terry County","12337","164","0.01332901"
"Texas","Throckmorton County","1501","42","0.02798226"
"Texas","Titus County","32750","398","0.01215590"
"Texas","Tom Green County","119200","1635","0.01371790"
"Texas","Travis County","1273954","10400","0.00816347"
"Texas","Trinity County","14651","301","0.02051274"
"Texas","Tyler County","21672","410","0.01894138"
"Texas","Upshur County","41753","636","0.01523812"
"Texas","Upton County","3657","51","0.01384218"
"Texas","Uvalde County","26741","420","0.01571941"
"Texas","Val Verde County","49025","638","0.01301628"
"Texas","Van Zandt County","56590","940","0.01660977"
"Texas","Victoria County","92084","1347","0.01462548"
"Texas","Walker County","72971","815","0.01116486"
"Texas","Waller County","55246","521","0.00942449"
"Texas","Ward County","11998","154","0.01287371"
"Texas","Washington County","35882","761","0.02120485"
"Texas","Webb County","276652","2317","0.00837624"
"Texas","Wharton County","41556","640","0.01539178"
"Texas","Wheeler County","5056","83","0.01635695"
"Texas","Wichita County","132230","1843","0.01393517"
"Texas","Wilbarger County","12769","215","0.01687204"
"Texas","Willacy County","21358","271","0.01269440"
"Texas","Williamson County","590551","5743","0.00972551"
"Texas","Wilson County","51070","687","0.01345708"
"Texas","Winkler County","8010","79","0.00986555"
"Texas","Wise County","69984","816","0.01165771"
"Texas","Wood County","45539","984","0.02160522"
"Texas","Yoakum County","8713","87","0.00998055"
"Texas","Young County","18010","336","0.01866201"
"Texas","Zapata County","14179","157","0.01105047"
"Texas","Zavala County","11840","142","0.01199246"
"Utah","Statewide","3205958","29823","0.00930224"
"Utah","Beaver County","6710","71","0.01056829"
"Utah","Box Elder County","56046","617","0.01101658"
"Utah","Cache County","128289","1046","0.00815137"
"Utah","Carbon County","20463","293","0.01433188"
"Utah","Daggett County","950","20","0.02150045"
"Utah","Davis County","355481","3035","0.00853775"
"Utah","Duchesne County","19938","209","0.01050257"
"Utah","Emery County","10012","144","0.01442307"
"Utah","Garfield County","5051","93","0.01844121"
"Utah","Grand County","9754","149","0.01529850"
"Utah","Iron County","54839","520","0.00948133"
"Utah","Juab County","12017","104","0.00868574"
"Utah","Kane County","7886","126","0.01603652"
"Utah","Millard County","13188","210","0.01589187"
"Utah","Morgan County","12124","110","0.00910326"
"Utah","Piute County","1479","33","0.02201124"
"Utah","Rich County","2483","39","0.01554847"
"Utah","Salt Lake County","1160437","10617","0.00914923"
"Utah","San Juan County","15308","191","0.01246957"
"Utah","Sanpete County","30939","340","0.01100112"
"Utah","Sevier County","21620","289","0.01336940"
"Utah","Summit County","42145","374","0.00887094"
"Utah","Tooele County","72259","534","0.00739634"
"Utah","Uintah County","35734","329","0.00919712"
"Utah","Utah County","636235","4214","0.00662302"
"Utah","Wasatch County","34091","286","0.00838304"
"Utah","Washington County","177556","3240","0.01824736"
"Utah","Wayne County","2711","40","0.01467825"
"Utah","Weber County","260213","2548","0.00979226"
"Vermont","Statewide","623989","10285","0.01648225"
"Vermont","Addison County","36777","593","0.01612097"
"Vermont","Bennington County","35470","738","0.02079509"
"Vermont","Caledonia County","29993","514","0.01714658"
"Vermont","Chittenden County","163774","2282","0.01393614"
"Vermont","Essex County","6163","134","0.02167923"
"Vermont","Franklin County","49402","658","0.01331518"
"Vermont","Grand Isle County","7235","102","0.01407291"
"Vermont","Lamoille County","25362","360","0.01421191"
"Vermont","Orange County","28892","479","0.01658785"
"Vermont","Orleans County","27037","502","0.01857369"
"Vermont","Rutland County","58191","1059","0.01819207"
"Vermont","Washington County","58409","981","0.01679392"
"Vermont","Windham County","42222","805","0.01906403"
"Vermont","Windsor County","55062","1078","0.01957894"
"Virginia","Statewide","8535519","113508","0.01329836"
"Virginia","Accomack County","32316","650","0.02010074"
"Virginia","Albemarle County","109330","1881","0.01720765"
"Virginia","Alleghany County","14860","318","0.02139258"
"Virginia","Amelia County","13145","223","0.01698726"
"Virginia","Amherst County","31605","575","0.01819258"
"Virginia","Appomattox County","15911","270","0.01698652"
"Virginia","Arlington County","236842","2269","0.00958206"
"Virginia","Augusta County","75558","1385","0.01833596"
"Virginia","Bath County","4147","96","0.02325732"
"Virginia","Bedford County","78997","1352","0.01711898"
"Virginia","Bland County","6280","116","0.01852840"
"Virginia","Botetourt County","33419","603","0.01802975"
"Virginia","Brunswick County","16231","289","0.01781393"
"Virginia","Buchanan County","21004","371","0.01764742"
"Virginia","Buckingham County","17148","281","0.01637636"
"Virginia","Campbell County","54885","953","0.01736292"
"Virginia","Caroline County","30725","416","0.01355254"
"Virginia","Carroll County","29791","622","0.02086502"
"Virginia","Charles City County","6963","141","0.02025027"
"Virginia","Charlotte County","11880","233","0.01963626"
"Virginia","Chesterfield County","352802","4113","0.01165946"
"Virginia","Clarke County","14619","260","0.01775530"
"Virginia","Craig County","5131","103","0.02008479"
"Virginia","Culpeper County","52605","657","0.01248080"
"Virginia","Cumberland County","9932","182","0.01834237"
"Virginia","Dickenson County","14318","258","0.01805261"
"Virginia","Dinwiddie County","28544","410","0.01436824"
"Virginia","Essex County","10953","206","0.01879062"
"Virginia","Fairfax County","1147532","13563","0.01181912"
"Virginia","Fauquier County","71222","966","0.01356124"
"Virginia","Floyd County","15749","293","0.01860662"
"Virginia","Fluvanna County","27270","441","0.01615763"
"Virginia","Franklin County","56042","1042","0.01860147"
"Virginia","Frederick County","89313","1329","0.01488380"
"Virginia","Giles County","16720","311","0.01859926"
"Virginia","Gloucester County","37348","592","0.01584256"
"Virginia","Goochland County","23753","418","0.01760626"
"Virginia","Grayson County","15550","333","0.02143830"
"Virginia","Greene County","19819","268","0.01354213"
"Virginia","Greensville County","11336","127","0.01123380"
"Virginia","Halifax County","33911","714","0.02104147"
"Virginia","Hanover County","107766","1637","0.01518930"
"Virginia","Henrico County","330818","4641","0.01402876"
"Virginia","Henry County","50557","1098","0.02172730"
"Virginia","Highland County","2190","58","0.02658693"
"Virginia","Isle of Wight County","37109","604","0.01628465"
"Virginia","James City County","76523","1653","0.02160448"
"Virginia","King and Queen County","7025","137","0.01951578"
"Virginia","King George County","26836","289","0.01076503"
"Virginia","King William County","17148","214","0.01246328"
"Virginia","Lancaster County","10603","355","0.03344296"
"Virginia","Lee County","23423","406","0.01732860"
"Virginia","Loudoun County","413538","3511","0.00848914"
"Virginia","Louisa County","37591","568","0.01512030"
"Virginia","Lunenburg County","12196","222","0.01822446"
"Virginia","Madison County","13261","253","0.01908492"
"Virginia","Mathews County","8834","236","0.02667002"
"Virginia","Mecklenburg County","30587","641","0.02095089"
"Virginia","Middlesex County","10582","285","0.02697478"
"Virginia","Montgomery County","98535","1102","0.01118734"
"Virginia","Nelson County","14930","301","0.02018298"
"Virginia","New Kent County","23091","271","0.01173833"
"Virginia","Northampton County","11710","269","0.02299816"
"Virginia","Northumberland County","12095","369","0.03053975"
"Virginia","Nottoway County","15232","250","0.01639721"
"Virginia","Orange County","37051","626","0.01688685"
"Virginia","Page County","23902","430","0.01800443"
"Virginia","Patrick County","17608","381","0.02163820"
"Virginia","Pittsylvania County","60354","1123","0.01860408"
"Virginia","Powhatan County","29652","407","0.01372193"
"Virginia","Prince Edward County","22802","363","0.01593859"
"Virginia","Prince George County","38353","451","0.01176949"
"Virginia","Prince William County","470335","3784","0.00804496"
"Virginia","Pulaski County","34027","642","0.01886028"
"Virginia","Rappahannock County","7370","163","0.02211813"
"Virginia","Richmond County","9023","184","0.02041578"
"Virginia","Roanoke County","94186","1803","0.01914020"
"Virginia","Rockbridge County","22573","518","0.02296007"
"Virginia","Rockingham County","81948","1433","0.01748654"
"Virginia","Russell County","26586","481","0.01808172"
"Virginia","Scott County","21566","453","0.02102460"
"Virginia","Shenandoah County","43616","810","0.01857782"
"Virginia","Smyth County","30104","593","0.01968838"
"Virginia","Southampton County","17631","302","0.01713205"
"Virginia","Spotsylvania County","136215","1637","0.01201446"
"Virginia","Stafford County","152882","1281","0.00837609"
"Virginia","Surry County","6422","118","0.01836654"
"Virginia","Sussex County","11159","170","0.01526816"
"Virginia","Tazewell County","40595","783","0.01929692"
"Virginia","Warren County","40164","520","0.01294955"
"Virginia","Washington County","53740","1007","0.01873874"
"Virginia","Westmoreland County","18015","365","0.02023422"
"Virginia","Wise County","37383","555","0.01483952"
"Virginia","Wythe County","28684","518","0.01805329"
"Virginia","York County","68280","961","0.01407547"
"Virginia","Alexandria city","159428","1665","0.01044301"
"Virginia","Bristol city","16762","318","0.01898319"
"Virginia","Buena Vista city","6478","106","0.01634413"
"Virginia","Charlottesville city","47266","458","0.00968438"
"Virginia","Chesapeake city","244835","2719","0.01110508"
"Virginia","Colonial Heights city","17370","329","0.01891653"
"Virginia","Covington city","5538","86","0.01554736"
"Virginia","Danville city","40044","792","0.01978126"
"Virginia","Emporia city","5346","118","0.02207983"
"Virginia","Fairfax city","24019","321","0.01335102"
"Virginia","Falls Church city","14617","169","0.01157939"
"Virginia","Franklin city","7967","134","0.01678911"
"Virginia","Fredericksburg city","29036","293","0.01008543"
"Virginia","Galax city","6347","126","0.01991169"
"Virginia","Hampton city","134510","1775","0.01319273"
"Virginia","Harrisonburg city","53016","494","0.00932027"
"Virginia","Hopewell city","22529","300","0.01331419"
"Virginia","Lexington city","7446","107","0.01442963"
"Virginia","Lynchburg city","82168","1159","0.01410695"
"Virginia","Manassas city","41085","343","0.00835788"
"Virginia","Manassas Park city","17478","126","0.00723396"
"Virginia","Martinsville city","12554","187","0.01490799"
"Virginia","Newport News City","179225","2085","0.01163073"
"Virginia","Norfolk city","242742","2427","0.00999792"
"Virginia","Norton city","3981","64","0.01605574"
"Virginia","Petersburg city","31346","462","0.01474135"
"Virginia","Poquoson city","12271","194","0.01583440"
"Virginia","Portsmouth city","94398","1220","0.01292386"
"Virginia","Radford city","18249","148","0.00813068"
"Virginia","Richmond city","230436","2794","0.01212465"
"Virginia","Roanoke city","99143","1462","0.01474282"
"Virginia","Salem city","25301","423","0.01672573"
"Virginia","Staunton city","24932","463","0.01855592"
"Virginia","Suffolk city","92108","1136","0.01232998"
"Virginia","Virginia Beach city","449974","5662","0.01258325"
"Virginia","Waynesboro city","22630","361","0.01594591"
"Virginia","Williamsburg City","14954","230","0.01537793"
"Virginia","Winchester city","28078","387","0.01377291"
"Washington","Statewide","7614893","98654","0.01295539"
"Washington","Adams County","19983","186","0.00929213"
"Washington","Asotin County","22582","468","0.02071939"
"Washington","Benton County","204390","2567","0.01255802"
"Washington","Chelan County","77200","1267","0.01640706"
"Washington","Clallam County","77331","1881","0.02432054"
"Washington","Clark County","488241","6012","0.01231429"
